Time [s],TL_CLK,TL_IN_RDY,TL_IN_DATA,TL_IN_VAL,TL_OUT_VAL,TL_OUT_DATA,TL_OUT_RDY
1.083490062,1,1,0,0,0,0,0
1.083990125,0,1,0,0,0,0,0
1.084490125,1,1,0,0,0,0,0
1.084990188,0,1,0,0,0,0,0
1.085490188,1,1,0,0,0,0,0
1.085990187,0,1,0,0,0,0,0
1.086490250,1,1,0,0,0,0,0
1.086990250,0,1,0,0,0,0,0
1.087490312,1,1,0,0,0,0,0
1.087990312,0,1,0,0,0,0,0
1.088490375,1,1,0,0,0,0,0
1.088990375,0,1,0,0,0,0,0
1.089490375,1,1,0,0,0,0,0
1.089990438,0,1,0,0,0,0,0
1.090490437,1,1,0,0,0,0,0
1.090990500,0,1,0,0,0,0,0
1.091490500,1,1,0,0,0,0,0
1.091990500,0,1,0,0,0,0,0
1.092490563,1,1,0,0,0,0,0
1.092990563,0,1,0,0,0,0,0
1.093490625,1,1,0,0,0,0,0
1.093990625,0,1,0,0,0,0,0
1.094490688,1,1,0,0,0,0,0
1.094990687,0,1,0,0,0,0,0
1.095490687,1,1,0,0,0,0,0
1.095990750,0,1,0,0,0,0,0
1.096490750,1,1,0,0,0,0,0
1.096990813,0,1,0,0,0,0,0
1.097490813,1,1,0,0,0,0,0
1.097990875,0,1,0,0,0,0,0
1.098490875,1,1,0,0,0,0,0
1.098990875,0,1,0,0,0,0,0
1.099490937,1,1,0,0,0,0,0
1.099990938,0,1,0,0,0,0,0
1.100491000,1,1,0,0,0,0,0
1.100991000,0,1,0,0,0,0,0
1.101491063,1,1,0,0,0,0,0
1.101991063,0,1,0,0,0,0,0
1.102491062,1,1,0,0,0,0,0
1.102991125,0,1,0,0,0,0,0
1.103491125,1,1,0,0,0,0,0
1.103991187,0,1,0,0,0,0,0
1.104491188,1,1,0,0,0,0,0
1.104991250,0,1,0,0,0,0,0
1.105491250,1,1,0,0,0,0,0
1.105991250,0,1,0,0,0,0,0
1.106491312,1,1,0,0,0,0,0
1.106991312,0,1,0,0,0,0,0
1.107491375,1,1,0,0,0,0,0
1.107991375,0,1,0,0,0,0,0
1.108491437,1,1,0,0,0,0,0
1.108991438,0,1,0,0,0,0,0
1.109491438,1,1,0,0,0,0,0
1.109991500,0,1,0,0,0,0,0
1.110491500,1,1,0,0,0,0,0
1.110991562,0,1,0,0,0,0,0
1.111491562,1,1,0,0,0,0,0
1.111991563,0,1,0,0,0,0,0
1.112491625,1,1,0,0,0,0,0
1.112991625,0,1,0,0,0,0,0
1.113491688,1,1,0,0,0,0,0
1.113991687,0,1,0,0,0,0,0
1.114491750,1,1,0,0,0,0,0
1.114991750,0,1,0,0,0,0,0
1.115491750,1,1,0,0,0,0,0
1.115991812,0,1,0,0,0,0,0
1.116491813,1,1,0,0,0,0,0
1.116991875,0,1,0,0,0,0,0
1.117491875,1,1,0,0,0,0,0
1.117991938,0,1,0,0,0,0,0
1.118491937,1,1,0,0,0,0,0
1.118991937,0,1,0,0,0,0,0
1.119492000,1,1,0,0,0,0,0
1.119992000,0,1,0,0,0,0,0
1.120492063,1,1,0,0,0,0,0
1.120992063,0,1,0,0,0,0,0
1.121492125,1,1,0,0,0,0,0
1.121992125,0,1,0,0,0,0,0
1.122492125,1,1,0,0,0,0,0
1.122992187,0,1,0,0,0,0,0
1.123492187,1,1,0,0,0,0,0
1.123992250,0,1,0,0,0,0,0
1.124492250,1,1,0,0,0,0,0
1.124992250,0,1,0,0,0,0,0
1.125492313,1,1,0,0,0,0,0
1.125992312,0,1,0,0,0,0,0
1.126492375,1,1,0,0,0,0,0
1.126992375,0,1,0,0,0,0,0
1.127492437,1,1,0,0,0,0,0
1.127992437,0,1,0,0,0,0,0
1.128492438,1,1,0,0,0,0,0
1.128992500,0,1,0,0,0,0,0
1.129492500,1,1,0,0,0,0,0
1.129992563,0,1,0,0,0,0,0
1.130492563,1,1,0,0,0,0,0
1.130992625,0,1,0,0,0,0,0
1.131492625,1,1,0,0,0,0,0
1.131992625,0,1,0,0,0,0,0
1.132492688,1,1,0,0,0,0,0
1.132992688,0,1,0,0,0,0,0
1.133492750,1,1,0,0,0,0,0
1.133992750,0,1,0,0,0,0,0
1.134492813,1,1,0,0,0,0,0
1.134992812,0,1,0,0,0,0,0
1.135492812,1,1,0,0,0,0,0
1.135992875,0,1,0,0,0,0,0
1.136492875,1,1,0,0,0,0,0
1.136992938,0,1,0,0,0,0,0
1.137492938,1,1,0,0,0,0,0
1.137993000,0,1,0,0,0,0,0
1.138493000,1,1,0,0,0,0,0
1.138993000,0,1,0,0,0,0,0
1.139493062,1,1,0,0,0,0,0
1.139993063,0,1,0,0,0,0,0
1.140493125,1,1,0,0,0,0,0
1.140993125,0,1,0,0,0,0,0
1.141493188,1,1,0,0,0,0,0
1.141993188,0,1,0,0,0,0,0
1.142493187,1,1,0,0,0,0,0
1.142993250,0,1,0,0,0,0,0
1.143493250,1,1,0,0,0,0,0
1.143993312,0,1,0,0,0,0,0
1.144493313,1,1,0,0,0,0,0
1.144993313,0,1,0,0,0,0,0
1.145493375,1,1,0,0,0,0,0
1.145993375,0,1,0,0,0,0,0
1.146493437,1,1,0,0,0,0,0
1.146993437,0,1,0,0,0,0,0
1.147493500,1,1,0,0,0,0,0
1.147993500,0,1,0,0,0,0,0
1.148493500,1,1,0,0,0,0,0
1.148993563,0,1,0,0,0,0,0
1.149493563,1,1,0,0,0,0,0
1.149993625,0,1,0,0,0,0,0
1.150493625,1,1,0,0,0,0,0
1.150993687,0,1,0,0,0,0,0
1.151493687,1,1,0,0,0,0,0
1.151993688,0,1,0,0,0,0,0
1.152493750,1,1,0,0,0,0,0
1.152993750,0,1,0,0,0,0,0
1.153493813,1,1,0,0,0,0,0
1.153993812,0,1,0,0,0,0,0
1.154493875,1,1,0,0,0,0,0
1.154993875,0,1,0,0,0,0,0
1.155493875,1,1,0,0,0,0,0
1.155993937,0,1,0,0,0,0,0
1.156493938,1,1,0,0,0,0,0
1.156994000,0,1,0,0,0,0,0
1.157494000,1,1,0,0,0,0,0
1.157994000,0,1,0,0,0,0,0
1.158494062,1,1,0,0,0,0,0
1.158994062,0,1,0,0,0,0,0
1.159494125,1,1,0,0,0,0,0
1.159994125,0,1,0,0,0,0,0
1.160494188,1,1,0,0,0,0,0
1.160994188,0,1,0,0,0,0,0
1.161494187,1,1,0,0,0,0,0
1.161994250,0,1,0,0,0,0,0
1.162494250,1,1,0,0,0,0,0
1.162994312,0,1,0,0,0,0,0
1.163494312,1,1,0,0,0,0,0
1.163994375,0,1,0,0,0,0,0
1.164494375,1,1,0,0,0,0,0
1.164994375,0,1,0,0,0,0,0
1.165494438,1,1,0,0,0,0,0
1.165994437,0,1,0,0,0,0,0
1.166494500,1,1,0,0,0,0,0
1.166994500,0,1,0,0,0,0,0
1.167494562,1,1,0,0,0,0,0
1.167994563,0,1,0,0,0,0,0
1.168494563,1,1,0,0,0,0,0
1.168994625,0,1,0,0,0,0,0
1.169494625,1,1,0,0,0,0,0
1.169994688,0,1,0,0,0,0,0
1.170494687,1,1,0,0,0,0,0
1.170994750,0,1,0,0,0,0,0
1.171494750,1,1,0,0,0,0,0
1.171994750,0,1,0,0,0,0,0
1.172494813,1,1,0,0,0,0,0
1.172994813,0,1,0,0,0,0,0
1.173494875,1,1,0,0,0,0,0
1.173994875,0,1,0,0,0,0,0
1.174494938,1,1,0,0,0,0,0
1.174994937,0,1,0,0,0,0,0
1.175494937,1,1,0,0,0,0,0
1.175995000,0,1,0,0,0,0,0
1.176495000,1,1,0,0,0,0,0
1.176995063,0,1,0,0,0,0,0
1.177495063,1,1,0,0,0,0,0
1.177995062,0,1,0,0,0,0,0
1.178495125,1,1,0,0,0,0,0
1.178995125,0,1,0,0,0,0,0
1.179495187,1,1,0,0,0,0,0
1.179995188,0,1,0,0,0,0,0
1.180495250,1,1,0,0,0,0,0
1.180995250,0,1,0,0,0,0,0
1.181495250,1,1,0,0,0,0,0
1.181995313,0,1,0,0,0,0,0
1.182495312,1,1,0,0,0,0,0
1.182995375,0,1,0,0,0,0,0
1.183495375,1,1,0,0,0,0,0
1.183995437,0,1,0,0,0,0,0
1.184495438,1,1,0,0,0,0,0
1.184995438,0,1,0,0,0,0,0
1.185495500,1,1,0,0,0,0,0
1.185995500,0,1,0,0,0,0,0
1.186495562,1,1,0,0,0,0,0
1.186995562,0,1,0,0,0,0,0
1.187495625,1,1,0,0,0,0,0
1.187995625,0,1,0,0,0,0,0
1.188495625,1,1,0,0,0,0,0
1.188995688,0,1,0,0,0,0,0
1.189495688,1,1,0,0,0,0,0
1.189995750,0,1,0,0,0,0,0
1.190495750,1,1,0,0,0,0,0
1.190995812,0,1,0,0,0,0,0
1.191495812,1,1,0,0,0,0,0
1.191995813,0,1,0,0,0,0,0
1.192495875,1,1,0,0,0,0,0
1.192995875,0,1,0,0,0,0,0
1.193495938,1,1,0,0,0,0,0
1.193995937,0,1,0,0,0,0,0
1.194496000,1,1,0,0,0,0,0
1.194996000,0,1,0,0,0,0,0
1.195496000,1,1,0,0,0,0,0
1.195996062,0,1,0,0,0,0,0
1.196496063,1,1,0,0,0,0,0
1.196996125,0,1,0,0,0,0,0
1.197496125,1,1,0,0,0,0,0
1.197996125,0,1,0,0,0,0,0
1.198496187,1,1,0,0,0,0,0
1.198996187,0,1,0,0,0,0,0
1.199496250,1,1,0,0,0,0,0
1.199996250,0,1,0,0,0,0,0
1.200496313,1,1,0,0,0,0,0
1.200996313,0,1,0,0,0,0,0
1.201496312,1,1,0,0,0,0,0
1.201996375,0,1,0,0,0,0,0
1.202496375,1,1,0,0,0,0,0
1.202996437,0,1,0,0,0,0,0
1.203496437,1,1,0,0,0,0,0
1.203996500,0,1,0,0,0,0,0
1.204496500,1,1,0,0,0,0,0
1.204996500,0,1,0,0,0,0,0
1.205496563,1,1,0,0,0,0,0
1.205996562,0,1,0,0,0,0,0
1.206496625,1,1,0,0,0,0,0
1.206996625,0,1,0,0,0,0,0
1.207496687,1,1,0,0,0,0,0
1.207996688,0,1,0,0,0,0,0
1.208496688,1,1,0,0,0,0,0
1.208996750,0,1,0,0,0,0,0
1.209496750,1,1,0,0,0,0,0
1.209996813,0,1,0,0,0,0,0
1.210496812,1,1,0,0,0,0,0
1.210996812,0,1,0,0,0,0,0
1.211496875,1,1,0,0,0,0,0
1.211996875,0,1,0,0,0,0,0
1.212496938,1,1,0,0,0,0,0
1.212996938,0,1,0,0,0,0,0
1.213497000,1,1,0,0,0,0,0
1.213997000,0,1,0,0,0,0,0
1.214497000,1,1,0,0,0,0,0
1.214997062,0,1,0,0,0,0,0
1.215497062,1,1,0,0,0,0,0
1.215997125,0,1,0,0,0,0,0
1.216497125,1,1,0,0,0,0,0
1.216997188,0,1,0,0,0,0,0
1.217497188,1,1,0,0,0,0,0
1.217997187,0,1,0,0,0,0,0
1.218497250,1,1,0,0,0,0,0
1.218997250,0,1,0,0,0,0,0
1.219497312,1,1,0,0,0,0,0
1.219997313,0,1,0,0,0,0,0
1.220497375,1,1,0,0,0,0,0
1.220997375,0,1,0,0,0,0,0
1.221497375,1,1,0,0,0,0,0
1.221997438,0,1,0,0,0,0,0
1.222497437,1,1,0,0,0,0,0
1.222997500,0,1,0,0,0,0,0
1.223497500,1,1,0,0,0,0,0
1.223997562,0,1,0,0,0,0,0
1.224497563,1,1,0,0,0,0,0
1.224997563,0,1,0,0,0,0,0
1.225497625,1,1,0,0,0,0,0
1.225997625,0,1,0,0,0,0,0
1.226497687,1,1,0,0,0,0,0
1.226997687,0,1,0,0,0,0,0
1.227497750,1,1,0,0,0,0,0
1.227997750,0,1,0,0,0,0,0
1.228497750,1,1,0,0,0,0,0
1.228997813,0,1,0,0,0,0,0
1.229497813,1,1,0,0,0,0,0
1.229997875,0,1,0,0,0,0,0
1.230497875,1,1,0,0,0,0,0
1.230997875,0,1,0,0,0,0,0
1.231497937,1,1,0,0,0,0,0
1.231997938,0,1,0,0,0,0,0
1.232498000,1,1,0,0,0,0,0
1.232998000,0,1,0,0,0,0,0
1.233498063,1,1,0,0,0,0,0
1.233998062,0,1,0,0,0,0,0
1.234498062,1,1,0,0,0,0,0
1.234998125,0,1,0,0,0,0,0
1.235498125,1,1,0,0,0,0,0
1.235998187,0,1,0,0,0,0,0
1.236498188,1,1,0,0,0,0,0
1.236998250,0,1,0,0,0,0,0
1.237498250,1,1,0,0,0,0,0
1.237998250,0,1,0,0,0,0,0
1.238498312,1,1,0,0,0,0,0
1.238998312,0,1,0,0,0,0,0
1.239498375,1,1,0,0,0,0,0
1.239998375,0,1,0,0,0,0,0
1.240498438,1,1,0,0,0,0,0
1.240998438,0,1,0,0,0,0,0
1.241498437,1,1,0,0,0,0,0
1.241998500,0,1,0,0,0,0,0
1.242498500,1,1,0,0,0,0,0
1.242998562,0,1,0,0,0,0,0
1.243498562,1,1,0,0,0,0,0
1.243998563,0,1,0,0,0,0,0
1.244498625,1,1,0,0,0,0,0
1.244998625,0,1,0,0,0,0,0
1.245498688,1,1,0,0,0,0,0
1.245998687,0,1,0,0,0,0,0
1.246498750,1,1,0,0,0,0,0
1.246998750,0,1,0,0,0,0,0
1.247498750,1,1,0,0,0,0,0
1.247998813,0,1,0,0,0,0,0
1.248498813,1,1,0,0,0,0,0
1.248998875,0,1,0,0,0,0,0
1.249498875,1,1,0,0,0,0,0
1.249998938,0,1,0,0,0,0,0
1.250498937,1,1,0,0,0,0,0
1.250998937,0,1,0,0,0,0,0
1.251499000,1,1,0,0,0,0,0
1.251999000,0,1,0,0,0,0,0
1.252499063,1,1,0,0,0,0,0
1.252999063,0,1,0,0,0,0,0
1.253499125,1,1,0,0,0,0,0
1.253999125,0,1,0,0,0,0,0
1.254499125,1,1,0,0,0,0,0
1.254999187,0,1,0,0,0,0,0
1.255499187,1,1,0,0,0,0,0
1.255999250,0,1,0,0,0,0,0
1.256499250,1,1,0,0,0,0,0
1.256999313,0,1,0,0,0,0,0
1.257499313,1,1,0,0,0,0,0
1.257999312,0,1,0,0,0,0,0
1.258499375,1,1,0,0,0,0,0
1.258999375,0,1,0,0,0,0,0
1.259499437,1,1,0,0,0,0,0
1.259999438,0,1,0,0,0,0,0
1.260499500,1,1,0,0,0,0,0
1.260999500,0,1,0,0,0,0,0
1.261499500,1,1,0,0,0,0,0
1.261999563,0,1,0,0,0,0,0
1.262499562,1,1,0,0,0,0,0
1.262999625,0,1,0,0,0,0,0
1.263499625,1,1,0,0,0,0,0
1.263999625,0,1,0,0,0,0,0
1.264499688,1,1,0,0,0,0,0
1.264999688,0,1,0,0,0,0,0
1.265499750,1,1,0,0,0,0,0
1.265999750,0,1,0,0,0,0,0
1.266499812,1,1,0,0,0,0,0
1.266999812,0,1,0,0,0,0,0
1.267499813,1,1,0,0,0,0,0
1.267999875,0,1,0,0,0,0,0
1.268499875,1,1,0,0,0,0,0
1.268999938,0,1,0,0,0,0,0
1.269499938,1,1,0,0,0,0,0
1.270000000,0,1,0,0,0,0,0
1.270500000,1,1,0,0,0,0,0
1.271000000,0,1,0,0,0,0,0
1.271500062,1,1,0,0,0,0,0
1.272000063,0,1,0,0,0,0,0
1.272500125,1,1,0,0,0,0,0
1.273000125,0,1,0,0,0,0,0
1.273500188,1,1,0,0,0,0,0
1.274000187,0,1,0,0,0,0,0
1.274500187,1,1,0,0,0,0,0
1.275000250,0,1,0,0,0,0,0
1.275500250,1,1,0,0,0,0,0
1.276000312,0,1,0,0,0,0,0
1.276500313,1,1,0,0,0,0,0
1.277000375,0,1,0,0,0,0,0
1.277500375,1,1,0,0,0,0,0
1.278000375,0,1,0,0,0,0,0
1.278500437,1,1,0,0,0,0,0
1.279000437,0,1,0,0,0,0,0
1.279500500,1,1,0,0,0,0,0
1.280000500,0,1,0,0,0,0,0
1.280500563,1,1,0,0,0,0,0
1.281000563,0,1,0,0,0,0,0
1.281500562,1,1,0,0,0,0,0
1.282000625,0,1,0,0,0,0,0
1.282500625,1,1,0,0,0,0,0
1.283000687,0,1,0,0,0,0,0
1.283500687,1,1,0,0,0,0,0
1.284000688,0,1,0,0,0,0,0
1.284500750,1,1,0,0,0,0,0
1.285000750,0,1,0,0,0,0,0
1.285500813,1,1,0,0,0,0,0
1.286000812,0,1,0,0,0,0,0
1.286500875,1,1,0,0,0,0,0
1.287000875,0,1,0,0,0,0,0
1.287500875,1,1,0,0,0,0,0
1.288000938,0,1,0,0,0,0,0
1.288500938,1,1,0,0,0,0,0
1.289001000,0,1,0,0,0,0,0
1.289501000,1,1,0,0,0,0,0
1.290001063,0,1,0,0,0,0,0
1.290501062,1,1,0,0,0,0,0
1.291001062,0,1,0,0,0,0,0
1.291501125,1,1,0,0,0,0,0
1.292001125,0,1,0,0,0,0,0
1.292501188,1,1,0,0,0,0,0
1.293001188,0,1,0,0,0,0,0
1.293501250,1,1,0,0,0,0,0
1.294001250,0,1,0,0,0,0,0
1.294501250,1,1,0,0,0,0,0
1.295001312,0,1,0,0,0,0,0
1.295501312,1,1,0,0,0,0,0
1.296001375,0,1,0,0,0,0,0
1.296501375,1,1,0,0,0,0,0
1.297001375,0,1,0,0,0,0,0
1.297501438,1,1,0,0,0,0,0
1.298001437,0,1,0,0,0,0,0
1.298501500,1,1,0,0,0,0,0
1.299001500,0,1,0,0,0,0,0
1.299501562,1,1,0,0,0,0,0
1.300001563,0,1,0,0,0,0,0
1.300501563,1,1,0,0,0,0,0
1.301001625,0,1,0,0,0,0,0
1.301501625,1,1,0,0,0,0,0
1.302001688,0,1,0,0,0,0,0
1.302501687,1,1,0,0,0,0,0
1.303001750,0,1,0,0,0,0,0
1.303501750,1,1,0,0,0,0,0
1.304001750,0,1,0,0,0,0,0
1.304501813,1,1,0,0,0,0,0
1.305001813,0,1,0,0,0,0,0
1.305501875,1,1,0,0,0,0,0
1.306001875,0,1,0,0,0,0,0
1.306501937,1,1,0,0,0,0,0
1.307001937,0,1,0,0,0,0,0
1.307501938,1,1,0,0,0,0,0
1.308002000,0,1,0,0,0,0,0
1.308502000,1,1,0,0,0,0,0
1.309002063,0,1,0,0,0,0,0
1.309502063,1,1,0,0,0,0,0
1.310002125,0,1,0,0,0,0,0
1.310502125,1,1,0,0,0,0,0
1.311002125,0,1,0,0,0,0,0
1.311502187,1,1,0,0,0,0,0
1.312002188,0,1,0,0,0,0,0
1.312502250,1,1,0,0,0,0,0
1.313002250,0,1,0,0,0,0,0
1.313502313,1,1,0,0,0,0,0
1.314002312,0,1,0,0,0,0,0
1.314502312,1,1,0,0,0,0,0
1.315002375,0,1,0,0,0,0,0
1.315502375,1,1,0,0,0,0,0
1.316002437,0,1,0,0,0,0,0
1.316502438,1,1,0,0,0,0,0
1.317002438,0,1,0,0,0,0,0
1.317502500,1,1,0,0,0,0,0
1.318002500,0,1,0,0,0,0,0
1.318502562,1,1,0,0,0,0,0
1.319002562,0,1,0,0,0,0,0
1.319502625,1,1,0,0,0,0,0
1.320002625,0,1,0,0,0,0,0
1.320502625,1,1,0,0,0,0,0
1.321002688,0,1,0,0,0,0,0
1.321502687,1,1,0,0,0,0,0
1.322002750,0,1,0,0,0,0,0
1.322502750,1,1,0,0,0,0,0
1.323002812,0,1,0,0,0,0,0
1.323502812,1,1,0,0,0,0,0
1.324002813,0,1,0,0,0,0,0
1.324502875,1,1,0,0,0,0,0
1.325002875,0,1,0,0,0,0,0
1.325502938,1,1,0,0,0,0,0
1.326002937,0,1,0,0,0,0,0
1.326503000,1,1,0,0,0,0,0
1.327003000,0,1,0,0,0,0,0
1.327503000,1,1,0,0,0,0,0
1.328003063,0,1,0,0,0,0,0
1.328503062,1,1,0,0,0,0,0
1.329003125,0,1,0,0,0,0,0
1.329503125,1,1,0,0,0,0,0
1.330003125,0,1,0,0,0,0,0
1.330503187,1,1,0,0,0,0,0
1.331003187,0,1,0,0,0,0,0
1.331503250,1,1,0,0,0,0,0
1.332003250,0,1,0,0,0,0,0
1.332503313,1,1,0,0,0,0,0
1.333003313,0,1,0,0,0,0,0
1.333503312,1,1,0,0,0,0,0
1.334003375,0,1,0,0,0,0,0
1.334503375,1,1,0,0,0,0,0
1.335003437,0,1,0,0,0,0,0
1.335503437,1,1,0,0,0,0,0
1.336003500,0,1,0,0,0,0,0
1.336503500,1,1,0,0,0,0,0
1.337003500,0,1,0,0,0,0,0
1.337503563,1,1,0,0,0,0,0
1.338003562,0,1,0,0,0,0,0
1.338503625,1,1,0,0,0,0,0
1.339003625,0,1,0,0,0,0,0
1.339503687,1,1,0,0,0,0,0
1.340003688,0,1,0,0,0,0,0
1.340503688,1,1,0,0,0,0,0
1.341003750,0,1,0,0,0,0,0
1.341503750,1,1,0,0,0,0,0
1.342003813,0,1,0,0,0,0,0
1.342503812,1,1,0,0,0,0,0
1.343003875,0,1,0,0,0,0,0
1.343503875,1,1,0,0,0,0,0
1.344003875,0,1,0,0,0,0,0
1.344503938,1,1,0,0,0,0,0
1.345003938,0,1,0,0,0,0,0
1.345504000,1,1,0,0,0,0,0
1.346004000,0,1,0,0,0,0,0
1.346504062,1,1,0,0,0,0,0
1.347004062,0,1,0,0,0,0,0
1.347504063,1,1,0,0,0,0,0
1.348004125,0,1,0,0,0,0,0
1.348504125,1,1,0,0,0,0,0
1.349004188,0,1,0,0,0,0,0
1.349504188,1,1,0,0,0,0,0
1.350004187,0,1,0,0,0,0,0
1.350504250,1,1,0,0,0,0,0
1.351004250,0,1,0,0,0,0,0
1.351504312,1,1,0,0,0,0,0
1.352004313,0,1,0,0,0,0,0
1.352504375,1,1,0,0,0,0,0
1.353004375,0,1,0,0,0,0,0
1.353504375,1,1,0,0,0,0,0
1.354004437,0,1,0,0,0,0,0
1.354504437,1,1,0,0,0,0,0
1.355004500,0,1,0,0,0,0,0
1.355504500,1,1,0,0,0,0,0
1.356004562,0,1,0,0,0,0,0
1.356504563,1,1,0,0,0,0,0
1.357004563,0,1,0,0,0,0,0
1.357504625,1,1,0,0,0,0,0
1.358004625,0,1,0,0,0,0,0
1.358504687,1,1,0,0,0,0,0
1.359004687,0,1,0,0,0,0,0
1.359504750,1,1,0,0,0,0,0
1.360004750,0,1,0,0,0,0,0
1.360504750,1,1,0,0,0,0,0
1.361004813,0,1,0,0,0,0,0
1.361504812,1,1,0,0,0,0,0
1.362004875,0,1,0,0,0,0,0
1.362504875,1,1,0,0,0,0,0
1.363004937,0,1,0,0,0,0,0
1.363504937,1,1,0,0,0,0,0
1.364004938,0,1,0,0,0,0,0
1.364505000,1,1,0,0,0,0,0
1.365005000,0,1,0,0,0,0,0
1.365505063,1,1,0,0,0,0,0
1.366005062,0,1,0,0,0,0,0
1.366505125,1,1,0,0,0,0,0
1.367005125,0,1,0,0,0,0,0
1.367505125,1,1,0,0,0,0,0
1.368005188,0,1,0,0,0,0,0
1.368505188,1,1,0,0,0,0,0
1.369005250,0,1,0,0,0,0,0
1.369505250,1,1,0,0,0,0,0
1.370005250,0,1,0,0,0,0,0
1.370505312,1,1,0,0,0,0,0
1.371005312,0,1,0,0,0,0,0
1.371505375,1,1,0,0,0,0,0
1.372005375,0,1,0,0,0,0,0
1.372505438,1,1,0,0,0,0,0
1.373005438,0,1,0,0,0,0,0
1.373505437,1,1,0,0,0,0,0
1.374005500,0,1,0,0,0,0,0
1.374505500,1,1,0,0,0,0,0
1.375005562,0,1,0,0,0,0,0
1.375505562,1,1,0,0,0,0,0
1.376005625,0,1,0,0,0,0,0
1.376505625,1,1,0,0,0,0,0
1.377005625,0,1,0,0,0,0,0
1.377505688,1,1,0,0,0,0,0
1.378005687,0,1,0,0,0,0,0
1.378505750,1,1,0,0,0,0,0
1.379005750,0,1,0,0,0,0,0
1.379505812,1,1,0,0,0,0,0
1.380005813,0,1,0,0,0,0,0
1.380505813,1,1,0,0,0,0,0
1.381005875,0,1,0,0,0,0,0
1.381505875,1,1,0,0,0,0,0
1.382005938,0,1,0,0,0,0,0
1.382505937,1,1,0,0,0,0,0
1.383005937,0,1,0,0,0,0,0
1.383506000,1,1,0,0,0,0,0
1.384006000,0,1,0,0,0,0,0
1.384506063,1,1,0,0,0,0,0
1.385006063,0,1,0,0,0,0,0
1.385506125,1,1,0,0,0,0,0
1.386006125,0,1,0,0,0,0,0
1.386506125,1,1,0,0,0,0,0
1.387006187,0,1,0,0,0,0,0
1.387506188,1,1,0,0,0,0,0
1.388006250,0,1,0,0,0,0,0
1.388506250,1,1,0,0,0,0,0
1.389006313,0,1,0,0,0,0,0
1.389506313,1,1,0,0,0,0,0
1.390006312,0,1,0,0,0,0,0
1.390506375,1,1,0,0,0,0,0
1.391006375,0,1,0,0,0,0,0
1.391506437,1,1,0,0,0,0,0
1.392006438,0,1,0,0,0,0,0
1.392506500,1,1,0,0,0,0,0
1.393006500,0,1,0,0,0,0,0
1.393506500,1,1,0,0,0,0,0
1.394006562,0,1,0,0,0,0,0
1.394506562,1,1,0,0,0,0,0
1.395006625,0,1,0,0,0,0,0
1.395506625,1,1,0,0,0,0,0
1.396006687,0,1,0,0,0,0,0
1.396506688,1,1,0,0,0,0,0
1.397006688,0,1,0,0,0,0,0
1.397506750,1,1,0,0,0,0,0
1.398006750,0,1,0,0,0,0,0
1.398506812,1,1,0,0,0,0,0
1.399006812,0,1,0,0,0,0,0
1.399506875,1,1,0,0,0,0,0
1.400006875,0,1,0,0,0,0,0
1.400506875,1,1,0,0,0,0,0
1.401006938,0,1,0,0,0,0,0
1.401506937,1,1,0,0,0,0,0
1.402007000,0,1,0,0,0,0,0
1.402507000,1,1,0,0,0,0,0
1.403007000,0,1,0,0,0,0,0
1.403507062,1,1,0,0,0,0,0
1.404007063,0,1,0,0,0,0,0
1.404507125,1,1,0,0,0,0,0
1.405007125,0,1,0,0,0,0,0
1.405507188,1,1,0,0,0,0,0
1.406007187,0,1,0,0,0,0,0
1.406507187,1,1,0,0,0,0,0
1.407007250,0,1,0,0,0,0,0
1.407507250,1,1,0,0,0,0,0
1.408007313,0,1,0,0,0,0,0
1.408507313,1,1,0,0,0,0,0
1.409007375,0,1,0,0,0,0,0
1.409507375,1,1,0,0,0,0,0
1.410007375,0,1,0,0,0,0,0
1.410507437,1,1,0,0,0,0,0
1.411007437,0,1,0,0,0,0,0
1.411507500,1,1,0,0,0,0,0
1.412007500,0,1,0,0,0,0,0
1.412507563,1,1,0,0,0,0,0
1.413007563,0,1,0,0,0,0,0
1.413507562,1,1,0,0,0,0,0
1.414007625,0,1,0,0,0,0,0
1.414507625,1,1,0,0,0,0,0
1.415007687,0,1,0,0,0,0,0
1.415507687,1,1,0,0,0,0,0
1.416007688,0,1,0,0,0,0,0
1.416507750,1,1,0,0,0,0,0
1.417007750,0,1,0,0,0,0,0
1.417507813,1,1,0,0,0,0,0
1.418007812,0,1,0,0,0,0,0
1.418507875,1,1,0,0,0,0,0
1.419007875,0,1,0,0,0,0,0
1.419507875,1,1,0,0,0,0,0
1.420007938,0,1,0,0,0,0,0
1.420507938,1,1,0,0,0,0,0
1.421008000,0,1,0,0,0,0,0
1.421508000,1,1,0,0,0,0,0
1.422008063,0,1,0,0,0,0,0
1.422508062,1,1,0,0,0,0,0
1.423008062,0,1,0,0,0,0,0
1.423508125,1,1,0,0,0,0,0
1.424008125,0,1,0,0,0,0,0
1.424508188,1,1,0,0,0,0,0
1.425008188,0,1,0,0,0,0,0
1.425508250,1,1,0,0,0,0,0
1.426008250,0,1,0,0,0,0,0
1.426508250,1,1,0,0,0,0,0
1.427008312,0,1,0,0,0,0,0
1.427508313,1,1,0,0,0,0,0
1.428008375,0,1,0,0,0,0,0
1.428508375,1,1,0,0,0,0,0
1.429008438,0,1,0,0,0,0,0
1.429508438,1,1,0,0,0,0,0
1.430008437,0,1,0,0,0,0,0
1.430508500,1,1,0,0,0,0,0
1.431008500,0,1,0,0,0,0,0
